Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-01 00:00:00-04:00,27.491145462136885,28.091755202260238,26.20298065176648,27.730989456176758,7436450000,0.0,0.0
2023-05-01 00:00:00-04:00,27.82193130039877,41.91078092095992,27.222320334092363,37.809444427490234,11697819000,0.0,0.0
2023-06-01 00:00:00-04:00,38.46401523703809,43.96144780589046,37.33175124582952,42.274539947509766,10527050000,0.004,0.0
2023-07-01 00:00:00-04:00,42.493799111427606,48.06176228276343,41.32344044057606,46.7035026550293,8706845000,0.0,0.0
2023-08-01 00:00:00-04:00,46.43465423146675,50.238577738805816,40.28901037174608,49.32807540893555,13632152000,0.0,0.0
2023-09-01 00:00:00-04:00,49.73484424744213,49.77282171001528,40.957635384346034,43.47526168823242,8579273000,0.004,0.0
2023-10-01 00:00:00-04:00,44.00960291193356,47.5869474031412,39.21182716227926,40.7611083984375,10141101000,0.0,0.0
2023-11-01 00:00:00-04:00,40.86505824142159,50.52458259356618,40.8500658006502,46.74833297729492,9144618000,0.0,0.0
2023-12-01 00:00:00-05:00,46.5034483274301,50.40963503782242,44.98914696432336,49.49905776977539,7411887000,0.004,0.0
2024-01-01 00:00:00-05:00,49.22551878502747,63.46917185134686,47.302241053233104,61.503910064697266,9706237000,0.0,0.0
2024-02-01 00:00:00-05:00,62.07669009177211,82.36307173607025,61.626862043710005,79.08230590820312,11077899000,0.0,0.0
2024-03-01 00:00:00-05:00,79.96997418421564,97.36344509458876,79.40518380104969,90.32209014892578,12149218000,0.004,0.0
2024-04-01 00:00:00-04:00,90.2693421649785,92.19470438681584,75.58116773157761,86.37361907958984,10074181000,0.0,0.0
2024-05-01 00:00:00-04:00,85.04905263360175,115.78094955079132,81.22830207406855,109.59698486328125,9647971000,0.0,0.0
2024-06-01 00:00:00-04:00,113.58367265011722,140.7137485949892,111.96620039104982,123.4994125366211,7442539100,0.01,10.0
2024-07-01 00:00:00-04:00,123.43957253147876,136.11644027365116,102.51473034137915,116.99115753173828,6405438600,0.0,0.0
2024-08-01 00:00:00-04:00,117.5010408179632,131.227653641652,90.66765752852166,119.34059143066406,8105367800,0.0,0.0
2024-09-01 00:00:00-04:00,115.98141758814278,127.63854062963995,100.92512314435388,121.41007995605469,6272211000,0.01,0.0
2024-10-01 00:00:00-04:00,121.7504167258101,144.39677626131405,115.12148553793544,132.7386474609375,5627917200,0.0,0.0
2024-11-01 00:00:00-04:00,134.6783357704476,152.8654130679348,131.77880822351642,138.22776794433594,4498075300,0.0,0.0
2024-12-01 00:00:00-05:00,138.80768070055768,146.5164325408326,126.83960402034128,134.26840209960938,4085855200,0.01,0.0
2025-01-01 00:00:00-05:00,135.98749559579903,153.11592547489815,116.23931149273263,120.0589599609375,5950612600,0.0,0.0
2025-02-01 00:00:00-05:00,114.73944554602024,143.42680914376245,112.9996077234479,124.90850830078125,4755230400,0.0,0.0
2025-03-01 00:00:00-05:00,123.49864199056408,123.68861932732113,104.76036015692968,120.67890167236328,5118130300,0.01,0.0
